Game ID,Year,Region,Team Blue,Team Red,Winner,FT5 Winner,Champ 1,Champ 2,Champ 3,Champ 4,Champ 5,Champ 6,Champ 7,Champ 8,Champ 9,Champ 10
73300,2026,LEC,Karmine Corp,Movistar KOI,Movistar KOI,Movistar KOI,Rumble,Xin Zhao,Taliyah,Caitlyn,Karma,Sion,Jarvan IV,Azir,Yunara,Bard
73301,2026,LEC,Natus Vincere,Fnatic,Fnatic,Natus Vincere,KSante,Ambessa,Akali,Varus,Rakan,Rumble,Jarvan IV,Azir,Corki,Alistar
73302,2026,LEC,Karmine Corp Blue,Team Vitality,Team Vitality,Team Vitality,Aatrox,Pantheon,Ryze,Aphelios,Bard,Renekton,Wukong,Azir,Xayah,Rakan
73303,2026,LEC,Team Heretics,GIANTX,Team Heretics,Team Heretics,Ambessa,Dr. Mundo,Ryze,Varus,Rakan,Aatrox,Malphite,Azir,Jhin,Alistar
73304,2026,LEC,Shifters,Movistar KOI,Shifters,Shifters,Aurora,Vi,Cassiopeia,Varus,Neeko,Rumble,Ambessa,Azir,Sivir,Nautilus
73305,2026,LEC,Los Ratones,Karmine Corp,Karmine Corp,Karmine Corp,Vi,Dr. Mundo,Orianna,Yunara,Bard,Gnar,Wukong,Azir,Aphelios,Lulu
73306,2026,LEC,G2 Esports,SK Gaming,G2 Esports,G2 Esports,KSante,Jayce,Orianna,Ezreal,Nautilus,Ambessa,Vi,Aurelion Sol,Corki,Bard
73307,2026,LEC,Team WE,ThunderTalk Gaming,Team WE,N/A,Yorick,Trundle,Sylas,Varus,Braum,Ambessa,Malphite,Azir,Miss Fortune,Nautilus
73308,2026,LEC,Team WE,ThunderTalk Gaming,Team WE,N/A,Sion,Wukong,Ryze,Corki,Nami,Renekton,Vi,Taliyah,Yunara,Alistar
73310,2026,LEC,Weibo Gaming,Top Esports,Top Esports,N/A,KSante,Wukong,Syndra,Jhin,Leona,Renekton,Poppy,Azir,Varus,Nautilus
73311,2026,LEC,Top Esports,Weibo Gaming,Weibo Gaming,N/A,Rumble,Pantheon,Yone,Corki,Rell,Ambessa,Jarvan IV,Ryze,Kaisa,Alistar
73523,2026,LEC,GIANTX,Los Ratones,GIANTX,GIANTX,Gnar,Sejuani,Yone,Kaisa,Rakan,Volibear,Wukong,Azir,Corki,Braum
73524,2026,LEC,Natus Vincere,Karmine Corp Blue,Natus Vincere,Karmine Corp Blue,Sion,Aatrox,Azir,Yunara,Alistar,Rumble,Jarvan IV,Akali,Aphelios,Neeko
73525,2026,LEC,Team Heretics,Team Vitality,Team Heretics,Team Vitality,KSante,Dr. Mundo,Ryze,Aphelios,Thresh,Rumble,Wukong,Taliyah,Kalista,Renata Glasc
73526,2026,LEC,G2 Esports,Shifters,G2 Esports,G2 Esports,Rumble,Jarvan IV,Taliyah,Kaisa,Rakan,KSante,Xin Zhao,Azir,Ezreal,Karma
73527,2026,LEC,SK Gaming,Karmine Corp,Karmine Corp,Karmine Corp,Kled,Pantheon,Ekko,Jinx,Nautilus,Sion,Jarvan IV,Azir,Yunara,Leona
73528,2026,LEC,Fnatic,Movistar KOI,Movistar KOI,Fnatic,KSante,Jarvan IV,Azir,Aphelios,Thresh,Rumble,Pantheon,Akali,Corki,Alistar
73561,2026,LEC,Team Vitality,Shifters,Team Vitality,Team Vitality,KSante,Jarvan IV,Zoe,Kaisa,Neeko,Rumble,Vi,Swain,Corki,Nami
73562,2026,LEC,SK Gaming,Natus Vincere,Natus Vincere,Natus Vincere,Chogath,Wukong,Ryze,Yunara,Rell,Sion,Aatrox,Taliyah,Aphelios,Rakan
73563,2026,LEC,Team Heretics,Los Ratones,Los Ratones,Team Heretics,KSante,Jayce,Cassiopeia,Aphelios,Nautilus,Kled,Dr. Mundo,Ryze,Caitlyn,Braum
73564,2026,LEC,Karmine Corp Blue,Movistar KOI,Movistar KOI,Movistar KOI,KSante,Xin Zhao,Ryze,Yunara,Bard,Rumble,Vi,Taliyah,Aphelios,Alistar
73565,2026,LEC,Fnatic,GIANTX,Fnatic,Fnatic,Rumble,Xin Zhao,Azir,Yunara,Alistar,KSante,Nocturne,Orianna,Aphelios,Lulu
73566,2026,LEC,G2 Esports,Karmine Corp,Karmine Corp,Karmine Corp,Lee Sin,Xin Zhao,Galio,Corki,Rakan,Rumble,Aatrox,Ryze,Yunara,Alistar
73567,2026,LEC,SK Gaming,Karmine Corp Blue,SK Gaming,SK Gaming,Rumble,Pantheon,Yone,Varus,Alistar,Aatrox,Jarvan IV,Azir,Yunara,Rakan
73568,2026,LEC,Shifters,Los Ratones,Los Ratones,Shifters,Nidalee,Vi,Taliyah,Lucian,Neeko,Gragas,Pantheon,Ryze,Caitlyn,Nami
73569,2026,LEC,Team Vitality,Fnatic,Fnatic,Fnatic,Gwen,Jarvan IV,Ryze,Yunara,Alistar,KSante,Wukong,Orianna,Kaisa,Nautilus
73570,2026,LEC,G2 Esports,Team Heretics,G2 Esports,G2 Esports,KSante,Aatrox,Orianna,Varus,Neeko,Gwen,Dr. Mundo,Azir,Jhin,Alistar
73571,2026,LEC,Natus Vincere,Karmine Corp,Karmine Corp,Karmine Corp,Poppy,Aatrox,Taliyah,Aphelios,Nautilus,Ambessa,Pantheon,Azir,Yunara,Leona
73572,2026,LEC,Movistar KOI,GIANTX,GIANTX,GIANTX,Renekton,Trundle,Azir,Yunara,Lulu,KSante,Vi,Taliyah,Caitlyn,Elise
73779,2026,LEC,Team Heretics,SK Gaming,SK Gaming,SK Gaming,KSante,Aatrox,Orianna,Jhin,Karma,Rumble,Pantheon,Azir,Xayah,Rakan
73780,2026,LEC,GIANTX,Natus Vincere,GIANTX,GIANTX,Sion,Xin Zhao,Orianna,Ezreal,Bard,Rumble,Wukong,Ryze,Corki,Pyke
73781,2026,LEC,Fnatic,Shifters,Shifters,Shifters,KSante,Pantheon,Taliyah,Varus,Rakan,RekSai,Skarner,Azir,Jhin,Rell
73782,2026,LEC,G2 Esports,Karmine Corp Blue,G2 Esports,G2 Esports,Sion,Xin Zhao,Azir,Aphelios,Alistar,KSante,Pantheon,Taliyah,Corki,Nautilus
73783,2026,LEC,Team Vitality,Karmine Corp,Team Vitality,Team Vitality,KSante,Jayce,Ryze,Ezreal,Karma,Rumble,Pantheon,Cassiopeia,Sivir,Alistar
73784,2026,LEC,Los Ratones,Movistar KOI,Los Ratones,Los Ratones,Poppy,Dr. Mundo,Orianna,Caitlyn,Nami,KSante,Jarvan IV,Azir,Ezreal,Karma
73785,2026,LEC,Shifters,Natus Vincere,Natus Vincere,Shifters,KSante,Malphite,Cassiopeia,Kaisa,Nautilus,Gnar,Jayce,Azir,Sivir,Braum
73786,2026,LEC,Team Heretics,Karmine Corp Blue,Team Heretics,Karmine Corp Blue,Kennen,Ambessa,Taliyah,Yunara,Rakan,Renekton,Vi,Azir,Kaisa,Alistar
73787,2026,LEC,GIANTX,Team Vitality,Team Vitality,GIANTX,Rumble,Jarvan IV,Orianna,Xayah,Rakan,Sion,Vi,Aurelion Sol,Ezreal,Bard
73788,2026,LEC,SK Gaming,Movistar KOI,Movistar KOI,SK Gaming,Sion,Pantheon,Ryze,Caitlyn,Elise,Rumble,Vi,Anivia,Yunara,Lulu
73789,2026,LEC,Fnatic,Karmine Corp,Karmine Corp,Karmine Corp,KSante,Jayce,Ryze,Varus,Braum,Gnar,Dr. Mundo,Orianna,Jhin,Alistar
73790,2026,LEC,G2 Esports,Los Ratones,Los Ratones,G2 Esports,Rumble,Aatrox,Ryze,Aphelios,Lulu,Kled,Dr. Mundo,Anivia,Yunara,Nami
73791,2026,LEC,Karmine Corp Blue,Fnatic,Fnatic,Fnatic,KSante,Pantheon,Galio,Kaisa,Nautilus,Rumble,Poppy,Orianna,Yunara,Alistar
73792,2026,LEC,SK Gaming,GIANTX,GIANTX,SK Gaming,Ryze,Vi,Yone,Yunara,Taric,Rumble,Jarvan IV,Azir,Corki,Rakan
73793,2026,LEC,Los Ratones,Natus Vincere,Natus Vincere,Natus Vincere,KSante,Pantheon,Aurelion Sol,Caitlyn,Karma,Rumble,Xin Zhao,Ryze,Jhin,Bard
73794,2026,LEC,G2 Esports,Team Vitality,G2 Esports,G2 Esports,KSante,Xin Zhao,Azir,Sivir,Alistar,Rumble,Vi,Yone,Corki,Bard
73795,2026,LEC,Team Heretics,Movistar KOI,Team Heretics,Team Heretics,KSante,Xin Zhao,Orianna,Yunara,Braum,Rumble,Pantheon,Azir,Aphelios,Alistar
73796,2026,LEC,Karmine Corp,Shifters,Karmine Corp,Karmine Corp,Rumble,Jayce,Galio,Varus,Alistar,KSante,Nocturne,Orianna,Sivir,Rakan
74041,2026,LEC,Team Heretics,Fnatic,Team Heretics,Fnatic,Ambessa,Dr. Mundo,Orianna,Jhin,Rell,Jax,Xin Zhao,Azir,Corki,Nautilus
74042,2026,LEC,Karmine Corp Blue,Shifters,Shifters,Shifters,Aatrox,Vi,Taliyah,Kaisa,Rakan,Ambessa,Skarner,Azir,Yunara,Alistar
74043,2026,LEC,SK Gaming,Los Ratones,Los Ratones,SK Gaming,Ornn,Xin Zhao,Yone,Yunara,Neeko,Gragas,Vi,Ryze,Corki,Karma
74044,2026,LEC,G2 Esports,Natus Vincere,Natus Vincere,Natus Vincere,Renekton,Pantheon,Azir,Ezreal,Leona,Sion,Ambessa,Orianna,Aphelios,Nautilus
74045,2026,LEC,Movistar KOI,Team Vitality,Team Vitality,Team Vitality,Poppy,Jayce,Ryze,Corki,Bard,KSante,Pantheon,Zoe,Yunara,Neeko
74046,2026,LEC,Karmine Corp,GIANTX,Karmine Corp,Karmine Corp,Sion,Jarvan IV,Azir,Jhin,Bard,Gnar,Pantheon,Taliyah,Corki,Rakan
74047,2026,LEC,Los Ratones,Team Vitality,Team Vitality,Team Vitality,Sion,Sylas,Yone,Corki,Bard,Dr. Mundo,Pantheon,Azir,Varus,Alistar
74048,2026,LEC,GIANTX,Karmine Corp Blue,Karmine Corp Blue,GIANTX,Sion,Jarvan IV,Azir,Kaisa,Nautilus,Rumble,Aatrox,Taliyah,Yunara,Rell
74049,2026,LEC,Shifters,SK Gaming,Shifters,Shifters,RekSai,Wukong,Taliyah,Yunara,Alistar,Ambessa,Dr. Mundo,Azir,Xayah,Rakan
74050,2026,LEC,Movistar KOI,Natus Vincere,Movistar KOI,Movistar KOI,Sion,Vi,Taliyah,Corki,Nami,Aatrox,Pantheon,Azir,Caitlyn,Neeko
74051,2026,LEC,Team Heretics,Karmine Corp,Team Heretics,Team Heretics,Ambessa,Rumble,Aurora,Jhin,Nautilus,KSante,Jayce,LeBlanc,Varus,Neeko
74052,2026,LEC,G2 Esports,Fnatic,G2 Esports,G2 Esports,Poppy,Xin Zhao,Orianna,Sivir,Bard,Ambessa,Vi,Azir,Jhin,Nautilus
74243,2026,LEC,Natus Vincere,Fnatic,Natus Vincere,Natus Vincere,KSante,Zaahen,Azir,Corki,Leona,Renekton,Xin Zhao,Orianna,Kaisa,Nautilus
74244,2026,LEC,Fnatic,Natus Vincere,Natus Vincere,Fnatic,Jax,Pantheon,Taliyah,Yunara,Alistar,Sion,Aatrox,Ahri,Ezreal,Bard
74246,2026,LEC,Movistar KOI,Team Vitality,Movistar KOI,Team Vitality,Zaahen,Xin Zhao,Taliyah,Yunara,Alistar,Jayce,Dr. Mundo,Azir,Corki,Bard
74247,2026,LEC,Movistar KOI,Team Vitality,Movistar KOI,Movistar KOI,Ornn,Pantheon,Cassiopeia,Caitlyn,Neeko,Rumble,Jarvan IV,Ahri,Jinx,Nautilus
74249,2026,LEC,Team Heretics,G2 Esports,G2 Esports,G2 Esports,Sion,Dr. Mundo,Anivia,Aphelios,Pyke,Gwen,Vi,Ryze,Caitlyn,Bard
74250,2026,LEC,G2 Esports,Team Heretics,G2 Esports,Team Heretics,KSante,Trundle,Orianna,Kaisa,Neeko,Gnar,Pantheon,Azir,Miss Fortune,Nautilus
74252,2026,LEC,Karmine Corp,GIANTX,Karmine Corp,Karmine Corp,Rumble,Xin Zhao,Galio,Varus,Rakan,Ornn,Jarvan IV,Orianna,Ezreal,Bard
74253,2026,LEC,GIANTX,Karmine Corp,Karmine Corp,Karmine Corp,KSante,Poppy,Azir,Corki,Nami,Gwen,Vi,Aurora,Yunara,Lulu
74255,2026,LEC,Team WE,Top Esports,Team WE,N/A,Rumble,Skarner,Azir,Aphelios,Lulu,Ambessa,Pantheon,Orianna,Jhin,Neeko
74256,2026,LEC,Team WE,Top Esports,Top Esports,N/A,Renekton,Vi,Akali,Ezreal,Karma,Gwen,Xin Zhao,Galio,Miss Fortune,Alistar
74257,2026,LEC,Team WE,Top Esports,Top Esports,N/A,Sion,Jarvan IV,Taliyah,Varus,Shen,Gnar,Qiyana,Aurora,Yunara,Leona
73549,2026,LCS,Team Liquid,Cloud9,Cloud9,Team Liquid,Sion,Xin Zhao,Orianna,Corki,Nami,Renekton,Nidalee,Azir,Sivir,Bard
73550,2026,LCS,Cloud9,Team Liquid,Cloud9,Cloud9,Aurora,Jarvan IV,Taliyah,Varus,Rakan,Rumble,Vi,Yone,Jhin,Tahm Kench
73552,2026,LCS,Disguised,Sentinels,Sentinels,Sentinels,Renekton,Pantheon,Taliyah,Kaisa,Neeko,KSante,Qiyana,Azir,Corki,Alistar
73553,2026,LCS,Sentinels,Disguised,Disguised,Disguised,Gwen,Vi,Cassiopeia,Lucian,Nami,Ambessa,Wukong,Aurora,Yunara,Rakan
73554,2026,LCS,Disguised,Sentinels,Disguised,Disguised,Sion,Xin Zhao,Akali,Sivir,Bard,Mordekaiser,Jarvan IV,Viktor,Aphelios,Rell
73555,2026,LCS,FlyQuest,Shopify Rebellion,FlyQuest,Shopify Rebellion,KSante,Wukong,Orianna,Jhin,Karma,Renekton,Malphite,Azir,Varus,Bard
73556,2026,LCS,FlyQuest,Shopify Rebellion,FlyQuest,FlyQuest,Sion,Volibear,Taliyah,Aphelios,Thresh,Gnar,Xin Zhao,Ryze,Corki,Neeko
73558,2026,LCS,LYON,Dignitas,LYON,LYON,Rumble,Jarvan IV,Akali,Yunara,Bard,KSante,Wukong,Orianna,Kaisa,Alistar
73559,2026,LCS,LYON,Dignitas,LYON,Dignitas,Renekton,Pantheon,Ryze,Aphelios,Lulu,Kennen,Vi,Taliyah,Jinx,Nautilus
73767,2026,LCS,LYON,Cloud9,Cloud9,LYON,Renekton,Nocturne,Orianna,Ezreal,Karma,Aurora,Jarvan IV,Azir,Corki,Nami
73768,2026,LCS,Cloud9,LYON,Cloud9,Cloud9,KSante,Pantheon,Taliyah,Lucian,Braum,Rumble,Vi,Ahri,Aphelios,Renata Glasc
73770,2026,LCS,Dignitas,Sentinels,Sentinels,Sentinels,Gwen,Wukong,Azir,Yunara,Alistar,Renekton,Nocturne,Orianna,Kaisa,Rakan
73771,2026,LCS,Sentinels,Dignitas,Sentinels,Sentinels,Sion,Pantheon,Taliyah,Ezreal,Poppy,KSante,Vi,Ryze,Varus,Rell
73773,2026,LCS,Disguised,FlyQuest,FlyQuest,FlyQuest,Rumble,Wukong,Azir,Corki,Nami,KSante,Volibear,Orianna,Ezreal,Karma
73774,2026,LCS,Disguised,FlyQuest,Disguised,FlyQuest,RekSai,Vi,Ryze,Kaisa,Bard,Sion,Qiyana,Taliyah,Jhin,Alistar
73775,2026,LCS,FlyQuest,Disguised,FlyQuest,Disguised,Aurora,Ambessa,Syndra,Senna,Rell,Renekton,Diana,Yone,Aphelios,Nautilus
73776,2026,LCS,Team Liquid,Shopify Rebellion,Team Liquid,Team Liquid,Ambessa,Jarvan IV,Ryze,Corki,Nami,Rumble,Vi,Anivia,Lucian,Milio
73777,2026,LCS,Team Liquid,Shopify Rebellion,Team Liquid,Team Liquid,Renekton,Nocturne,Orianna,Yunara,Bard,Gnar,Wukong,Azir,Xayah,Rakan
74014,2026,LCS,LYON,Disguised,Disguised,Disguised,Rumble,Vi,Taliyah,Corki,Rell,Galio,Pantheon,Azir,Kaisa,Neeko
74015,2026,LCS,LYON,Disguised,LYON,Disguised,Sion,Trundle,Anivia,Yunara,Braum,Renekton,Wukong,Ryze,Aphelios,Thresh
74016,2026,LCS,LYON,Disguised,Disguised,Disguised,KSante,Xin Zhao,Cassiopeia,Zeri,Lulu,Aurora,Dr. Mundo,Jayce,Lucian,Nami
74171,2026,LCS,Shopify Rebellion,Dignitas,Dignitas,Dignitas,Ambessa,Vi,Akali,Varus,Braum,Sion,Jarvan IV,Azir,Jhin,Nautilus
74172,2026,LCS,Dignitas,Shopify Rebellion,Dignitas,Shopify Rebellion,Poppy,Xin Zhao,Taliyah,Yunara,Lulu,KSante,Qiyana,Ryze,Lucian,Nami
74174,2026,LCS,FlyQuest,Cloud9,Cloud9,Cloud9,Gnar,Wukong,Ryze,Sion,Senna,Renekton,Zaahen,Taliyah,Corki,Nautilus
74175,2026,LCS,Cloud9,FlyQuest,FlyQuest,Cloud9,KSante,Nidalee,Azir,Yunara,Lulu,Jayce,Trundle,Orianna,Ezreal,Karma
74176,2026,LCS,Cloud9,FlyQuest,Cloud9,Cloud9,Aurora,Nocturne,Neeko,Varus,Rakan,Rumble,Vi,Sylas,Jhin,Alistar
74232,2026,LCS,Team Liquid,Dignitas,Team Liquid,Team Liquid,Sion,Jarvan IV,Ryze,Ezreal,Neeko,Renekton,Pantheon,Taliyah,Aphelios,Thresh
74233,2026,LCS,Sentinels,Disguised,Disguised,Disguised,Sion,Aatrox,Orianna,Jhin,Neeko,Ambessa,Nocturne,Akali,Ezreal,Karma
74234,2026,LCS,Sentinels,Disguised,Sentinels,Sentinels,Gnar,Jarvan IV,Ryze,Ashe,Seraphine,Renekton,Pantheon,Anivia,Kaisa,Blitzcrank
74235,2026,LCS,Sentinels,Disguised,Disguised,Sentinels,Kennen,Wukong,Viktor,Yunara,Rell,Nasus,Ivern,Yone,Senna,Nautilus
74236,2026,LCS,Sentinels,Disguised,Sentinels,Sentinels,Zaahen,Vi,Veigar,Miss Fortune,Leona,Jax,Dr. Mundo,Ahri,Corki,Nami
74237,2026,LCS,Sentinels,Disguised,Sentinels,Sentinels,Galio,Xin Zhao,Hwei,Varus,Rakan,Rumble,Sejuani,Tristana,Sivir,Bard
74238,2026,LCS,Cloud9,FlyQuest,Cloud9,Cloud9,KSante,Ambessa,Galio,Corki,Neeko,Rumble,Zaahen,Ryze,Jhin,Alistar
74239,2026,LCS,Cloud9,FlyQuest,Cloud9,FlyQuest,Renekton,Vi,Taliyah,Yunara,Nami,Sion,Trundle,Azir,Aphelios,Lulu
74240,2026,LCS,Cloud9,FlyQuest,Cloud9,Cloud9,Gnar,Wukong,Orianna,Sivir,Bard,Aurora,Nocturne,Akali,Kalista,Renata Glasc
73148,2026,LPL,Invictus Gaming,Weibo Gaming,Invictus Gaming,N/A,KSante,Wukong,Ahri,Varus,Nautilus,Rumble,Pantheon,Taliyah,Yunara,Alistar
73149,2026,LPL,Invictus Gaming,Weibo Gaming,Weibo Gaming,N/A,Renekton,Dr. Mundo,Ryze,Senna,Rell,Gnar,Malphite,Syndra,Kaisa,Rakan
73150,2026,LPL,Weibo Gaming,Invictus Gaming,Weibo Gaming,N/A,Jax,Xin Zhao,Cassiopeia,Zeri,Neeko,Gragas,Ambessa,Aurora,Sivir,Leona
73151,2026,LPL,JD Gaming,Top Esports,JD Gaming,N/A,Renekton,Malphite,Orianna,Yunara,Neeko,KSante,Ambessa,Azir,Jhin,Rell
73152,2026,LPL,JD Gaming,Top Esports,JD Gaming,N/A,Rumble,Jarvan IV,Aurora,Miss Fortune,Alistar,Yorick,Vi,Sylas,Varus,Leona
73154,2026,LPL,Ultra Prime,LGD Gaming,LGD Gaming,N/A,Rumble,Ambessa,Ahri,Varus,Rell,KSante,Qiyana,Ryze,Yunara,Braum
73155,2026,LPL,Ultra Prime,LGD Gaming,LGD Gaming,N/A,Renekton,Malphite,Syndra,Miss Fortune,Alistar,Jax,Dr. Mundo,Taliyah,Sivir,Lulu
73157,2026,LPL,Anyone s Legend,Invictus Gaming,Anyone s Legend,N/A,RekSai,Jarvan IV,Azir,Varus,Bard,Renekton,Ambessa,Orianna,Sivir,Alistar
73158,2026,LPL,Anyone s Legend,Invictus Gaming,Anyone s Legend,N/A,Sion,Xin Zhao,Ryze,Aphelios,Thresh,Zaahen,Pantheon,Anivia,Yunara,Lulu
73160,2026,LPL,Bilibili Gaming,Weibo Gaming,Weibo Gaming,N/A,Zaahen,Wukong,Azir,Varus,Nautilus,Ambessa,Jarvan IV,LeBlanc,Yunara,Neeko
73161,2026,LPL,Weibo Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Renekton,Dr. Mundo,Aurora,Corki,Blitzcrank,Gnar,Malphite,Syndra,Aphelios,Thresh
73162,2026,LPL,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,N/A,Sion,Xin Zhao,Taliyah,Miss Fortune,Alistar,RekSai,Vi,Cassiopeia,Ezreal,Braum
73166,2026,LPL,EDward Gaming,Team WE,Team WE,N/A,KSante,Ambessa,Orianna,Yunara,Poppy,Renekton,Jarvan IV,Akali,Varus,Rakan
73167,2026,LPL,Team WE,EDward Gaming,Team WE,N/A,Yorick,Dr. Mundo,Azir,Sivir,Lulu,Gnar,Malphite,Taliyah,Jinx,Rell
73169,2026,LPL,Anyone s Legend,Bilibili Gaming,Anyone s Legend,N/A,RekSai,Jayce,Orianna,Varus,Bard,Renekton,Malphite,Azir,Jhin,Alistar
73170,2026,LPL,Anyone s Legend,Bilibili Gaming,Bilibili Gaming,N/A,Aurora,Xin Zhao,Akali,Aphelios,Lulu,Rumble,Nocturne,Syndra,Miss Fortune,Neeko
73171,2026,LPL,Bilibili Gaming,Anyone s Legend,Bilibili Gaming,N/A,Jax,Qiyana,Ryze,Sivir,Shen,KSante,Pantheon,Taliyah,Kaisa,Rell
73172,2026,LPL,Invictus Gaming,JD Gaming,Invictus Gaming,N/A,KSante,Dr. Mundo,Syndra,Kaisa,Neeko,Renekton,Malphite,Azir,Yunara,Lulu
73173,2026,LPL,Invictus Gaming,JD Gaming,JD Gaming,N/A,Sion,Xin Zhao,LeBlanc,Aphelios,Thresh,Zaahen,Vi,Orianna,Sivir,Nautilus
73174,2026,LPL,JD Gaming,Invictus Gaming,Invictus Gaming,N/A,Gwen,Wukong,Ahri,Jhin,Poppy,Yorick,Qiyana,Taliyah,Varus,Alistar
73175,2026,LPL,Bilibili Gaming,Top Esports,Bilibili Gaming,N/A,Renekton,Pantheon,Orianna,Varus,Braum,Ornn,Ambessa,Akali,Jhin,Rell
73176,2026,LPL,Bilibili Gaming,Top Esports,Bilibili Gaming,N/A,Sion,Qiyana,Ziggs,Sivir,Alistar,Mordekaiser,Trundle,Azir,Miss Fortune,Poppy
73178,2026,LPL,JD Gaming,Anyone s Legend,JD Gaming,N/A,KSante,Vi,Taliyah,Aphelios,Nautilus,Rumble,Qiyana,Azir,Yunara,Alistar
