Game ID,Year,Region,Team Blue,Team Red,Winner,FT5 Winner,Champ 1,Champ 2,Champ 3,Champ 4,Champ 5,Champ 6,Champ 7,Champ 8,Champ 9,Champ 10
73179,2026,LPL,JD Gaming,Anyone s Legend,Anyone s Legend,N/A,Gwen,Xin Zhao,Anivia,Sivir,Bard,Sion,Poppy,Ryze,Varus,Karma
73180,2026,LPL,Anyone s Legend,JD Gaming,JD Gaming,N/A,RekSai,Wukong,Ahri,Kalista,Renata Glasc,Zaahen,Jarvan IV,Viktor,Miss Fortune,Rakan
73293,2026,LPL,Oh My God,LNG Esports,LNG Esports,N/A,KSante,Malphite,Akali,Aphelios,Alistar,Renekton,Jarvan IV,Orianna,Yunara,Lulu
73294,2026,LPL,LNG Esports,Oh My God,LNG Esports,N/A,RekSai,Xin Zhao,Azir,Varus,Renata Glasc,Sion,Wukong,Viktor,Miss Fortune,Leona
73312,2026,LPL,Weibo Gaming,Top Esports,Top Esports,N/A,Zaahen,Qiyana,Aurora,Yunara,Bard,Kennen,Vi,Ahri,Aphelios,Rakan
73313,2026,LPL,Ninjas in Pyjamas,EDward Gaming,EDward Gaming,N/A,Ornn,Jarvan IV,Aurelion Sol,Aphelios,Lulu,Renekton,Xin Zhao,Azir,Yunara,Bard
73314,2026,LPL,EDward Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Zaahen,Dr. Mundo,Ryze,Sivir,Alistar,Ambessa,Malphite,Cassiopeia,Kaisa,Rakan
73315,2026,LPL,EDward Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,KSante,Wukong,Taliyah,Ashe,Renata Glasc,Poppy,Vi,Ahri,Miss Fortune,Leona
73447,2026,LPL,Anyone s Legend,Weibo Gaming,Anyone s Legend,N/A,Sion,Jarvan IV,Azir,Corki,Bard,Ambessa,Nocturne,Orianna,Yunara,Alistar
73448,2026,LPL,Anyone s Legend,Weibo Gaming,Anyone s Legend,N/A,RekSai,Qiyana,Ryze,Miss Fortune,Rell,Renekton,Vi,Syndra,Lucian,Braum
73450,2026,LPL,Bilibili Gaming,Invictus Gaming,Bilibili Gaming,N/A,KSante,Xin Zhao,Orianna,Yunara,Bard,Rumble,Vi,Yone,Corki,Neeko
73451,2026,LPL,Bilibili Gaming,Invictus Gaming,Bilibili Gaming,N/A,Sion,Nocturne,Akali,Miss Fortune,Alistar,Zaahen,Qiyana,Syndra,Jhin,Nautilus
73465,2026,LPL,LNG Esports,LGD Gaming,LNG Esports,N/A,Rumble,Xin Zhao,Ryze,Corki,Nami,Ambessa,Jarvan IV,Anivia,Caitlyn,Karma
73466,2026,LPL,LNG Esports,LGD Gaming,LGD Gaming,N/A,Renekton,Pantheon,Aurora,Ziggs,Leona,Jax,Vi,Ahri,Aphelios,Rell
73467,2026,LPL,LNG Esports,LGD Gaming,LNG Esports,N/A,Sion,Wukong,Akali,Varus,Lulu,Zaahen,Dr. Mundo,Orianna,Miss Fortune,Renata Glasc
73468,2026,LPL,Top Esports,Invictus Gaming,Top Esports,N/A,Ambessa,Pantheon,Ahri,Miss Fortune,Poppy,Rumble,Vi,Taliyah,Sivir,Rell
73469,2026,LPL,Top Esports,Invictus Gaming,Invictus Gaming,N/A,Renekton,Trundle,Azir,Jhin,Nautilus,KSante,Wukong,LeBlanc,Corki,Alistar
73470,2026,LPL,Invictus Gaming,Top Esports,Invictus Gaming,N/A,Sion,Nocturne,Anivia,Yunara,Lulu,Yorick,Dr. Mundo,Ryze,Kaisa,Neeko
73471,2026,LPL,Oh My God,Ultra Prime,Ultra Prime,N/A,Rumble,Wukong,Taliyah,Aphelios,Nautilus,KSante,Jarvan IV,Zoe,Yunara,Braum
73472,2026,LPL,Oh My God,Ultra Prime,Ultra Prime,N/A,RekSai,Trundle,Azir,Miss Fortune,Leona,Sion,Nocturne,Ryze,Corki,Rakan
73474,2026,LPL,EDward Gaming,ThunderTalk Gaming,EDward Gaming,N/A,Ornn,Jarvan IV,Azir,Yunara,Alistar,Renekton,Wukong,Taliyah,Varus,Rell
73475,2026,LPL,EDward Gaming,ThunderTalk Gaming,EDward Gaming,N/A,Zaahen,Xin Zhao,Malzahar,Kaisa,Neeko,Ambessa,Qiyana,Ryze,Jhin,Nautilus
73477,2026,LPL,Team WE,Ninjas in Pyjamas,Team WE,N/A,Yorick,Dr. Mundo,Ryze,Varus,Braum,Rumble,Jarvan IV,Taliyah,Miss Fortune,Bard
73478,2026,LPL,Team WE,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Renekton,Trundle,Mel,Aphelios,Nautilus,Gnar,Malphite,Aurora,Jinx,Thresh
73479,2026,LPL,Team WE,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,RekSai,Xin Zhao,Syndra,Yunara,Rakan,Sion,Qiyana,Azir,Sivir,Lulu
73480,2026,LPL,LGD Gaming,Oh My God,Oh My God,N/A,KSante,Wukong,Ryze,Varus,Rell,Rumble,Jarvan IV,Taliyah,Yunara,Lulu
73481,2026,LPL,LGD Gaming,Oh My God,LGD Gaming,N/A,Ambessa,Nocturne,Syndra,Draven,Nautilus,Sion,Qiyana,Azir,Kaisa,Neeko
73482,2026,LPL,LGD Gaming,Oh My God,Oh My God,N/A,Udyr,Vi,Ahri,Miss Fortune,Bard,Zaahen,Xin Zhao,Sylas,Ashe,Seraphine
73483,2026,LPL,ThunderTalk Gaming,EDward Gaming,ThunderTalk Gaming,N/A,Ambessa,Jarvan IV,Orianna,Miss Fortune,Alistar,Zaahen,Xin Zhao,Azir,Yunara,Rell
73484,2026,LPL,ThunderTalk Gaming,EDward Gaming,EDward Gaming,N/A,Gwen,Vi,Taliyah,Corki,Nami,Sion,Wukong,Akali,Kaisa,Neeko
73485,2026,LPL,EDward Gaming,ThunderTalk Gaming,EDward Gaming,N/A,Gnar,Pantheon,Syndra,Sivir,Leona,KSante,Nocturne,Ryze,Varus,Nautilus
73486,2026,LPL,Bilibili Gaming,JD Gaming,JD Gaming,N/A,Renekton,Dr. Mundo,Syndra,Yunara,Blitzcrank,Gnar,Malphite,Ryze,Aphelios,Thresh
73487,2026,LPL,JD Gaming,Bilibili Gaming,JD Gaming,N/A,Ambessa,Xin Zhao,Ahri,Sivir,Neeko,Sion,Pantheon,Taliyah,Varus,Bard
73489,2026,LPL,Anyone s Legend,Top Esports,Anyone s Legend,N/A,Sion,Pantheon,Azir,Yunara,Braum,Ambessa,Trundle,Orianna,Corki,Alistar
73490,2026,LPL,Anyone s Legend,Top Esports,Top Esports,N/A,Galio,Jarvan IV,Ryze,Varus,Leona,Rumble,Wukong,Akali,Miss Fortune,Rell
73491,2026,LPL,Top Esports,Anyone s Legend,Anyone s Legend,N/A,Renekton,Viego,Syndra,Aphelios,Nautilus,Aurora,Xin Zhao,Cassiopeia,Sivir,Rakan
73492,2026,LPL,JD Gaming,Weibo Gaming,Weibo Gaming,N/A,KSante,Vi,Ryze,Miss Fortune,Leona,Rumble,Jarvan IV,Azir,Jhin,Nautilus
73493,2026,LPL,Weibo Gaming,JD Gaming,Weibo Gaming,N/A,Jax,Poppy,Ahri,Sivir,Alistar,Zaahen,Wukong,Taliyah,Varus,Rakan
73495,2026,LPL,Team WE,Ninjas in Pyjamas,Team WE,N/A,Rumble,Dr. Mundo,Azir,Ezreal,Karma,KSante,Jarvan IV,Orianna,Yunara,Lulu
73496,2026,LPL,Team WE,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Sion,Wukong,Aurora,Corki,Braum,Renekton,Vi,Ahri,Miss Fortune,Rell
73497,2026,LPL,Team WE,Ninjas in Pyjamas,Team WE,N/A,Yorick,Ambessa,Ryze,Sivir,Alistar,Gnar,Qiyana,Cassiopeia,Kalista,Renata Glasc
73498,2026,LPL,Invictus Gaming,Top Esports,Top Esports,N/A,Rumble,Qiyana,Syndra,Varus,Nautilus,Ambessa,Pantheon,Orianna,Yunara,Alistar
73499,2026,LPL,Top Esports,Invictus Gaming,Top Esports,N/A,Sion,Xin Zhao,Azir,Miss Fortune,Poppy,Renekton,Trundle,Taliyah,Corki,Rell
73603,2026,LPL,ThunderTalk Gaming,Team WE,Team WE,N/A,Renekton,Xin Zhao,Orianna,Varus,Alistar,Sion,Jarvan IV,Azir,Ezreal,Leona
73604,2026,LPL,ThunderTalk Gaming,Team WE,Team WE,N/A,Rumble,Wukong,Syndra,Yunara,Braum,KSante,Viego,Ryze,Kaisa,Rell
73606,2026,LPL,JD Gaming,Bilibili Gaming,JD Gaming,N/A,Rumble,Xin Zhao,Ziggs,Varus,Alistar,KSante,Pantheon,Azir,Corki,Rakan
73607,2026,LPL,JD Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Ambessa,Dr. Mundo,Galio,Yunara,Neeko,Gnar,Malphite,Aurora,Ashe,Seraphine
73608,2026,LPL,Bilibili Gaming,JD Gaming,JD Gaming,N/A,RekSai,Vi,Ahri,Aphelios,Thresh,Sion,Jarvan IV,Viktor,Sivir,Bard
73609,2026,LPL,LNG Esports,Ultra Prime,LNG Esports,N/A,Rumble,Jarvan IV,Azir,Jhin,Bard,KSante,Vi,Ekko,Ashe,Seraphine
73610,2026,LPL,LNG Esports,Ultra Prime,LNG Esports,N/A,Gwen,Xin Zhao,Akali,Corki,Rakan,Sion,Wukong,Orianna,Kaisa,Rell
73612,2026,LPL,Top Esports,Weibo Gaming,Weibo Gaming,N/A,Ambessa,Pantheon,Azir,Corki,Bard,Rumble,Vi,Orianna,Sivir,Alistar
73613,2026,LPL,Weibo Gaming,Top Esports,Top Esports,N/A,Sion,Jarvan IV,Viktor,Aphelios,Thresh,Aatrox,Xin Zhao,Syndra,Yunara,Lulu
73614,2026,LPL,Top Esports,Weibo Gaming,Weibo Gaming,N/A,Gnar,Wukong,Sylas,Miss Fortune,Rell,Renekton,Qiyana,Ryze,Ashe,Nautilus
73615,2026,LPL,Invictus Gaming,Anyone s Legend,Anyone s Legend,N/A,Rumble,Wukong,Syndra,Ashe,Seraphine,Sion,Xin Zhao,Azir,Corki,Neeko
73616,2026,LPL,Anyone s Legend,Invictus Gaming,Invictus Gaming,N/A,Aurora,Qiyana,Ryze,Miss Fortune,Leona,Renekton,Jayce,Anivia,Ezreal,Alistar
73617,2026,LPL,Invictus Gaming,Anyone s Legend,Anyone s Legend,N/A,KSante,Ambessa,Swain,Sivir,Nautilus,Zaahen,Pantheon,Galio,Varus,Rakan
73618,2026,LPL,Ultra Prime,LGD Gaming,Ultra Prime,N/A,Rumble,Trundle,Akali,Sivir,Rell,KSante,Xin Zhao,Azir,Varus,Braum
73619,2026,LPL,Ultra Prime,LGD Gaming,LGD Gaming,N/A,Jax,Jarvan IV,Taliyah,Corki,Alistar,Ambessa,Wukong,Ahri,Draven,Nautilus
73620,2026,LPL,Ultra Prime,LGD Gaming,LGD Gaming,N/A,Sion,Viego,Ryze,Yunara,Neeko,Gwen,Nocturne,Syndra,Ashe,Seraphine
73621,2026,LPL,LNG Esports,Oh My God,LNG Esports,N/A,Sion,Xin Zhao,Azir,Corki,Poppy,Zaahen,Wukong,Taliyah,Varus,Rell
73622,2026,LPL,LNG Esports,Oh My God,LNG Esports,N/A,Gnar,Trundle,Ryze,Ezreal,Karma,Yorick,Pantheon,Anivia,Yunara,Lulu
73624,2026,LPL,EDward Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Sion,Jarvan IV,Azir,Jhin,Rell,Varus,Vi,Ahri,Yunara,Rakan
73625,2026,LPL,EDward Gaming,Ninjas in Pyjamas,EDward Gaming,N/A,Ornn,Wukong,Orianna,Kaisa,Neeko,Rumble,Pantheon,Akali,Tristana,Leona
73626,2026,LPL,EDward Gaming,Ninjas in Pyjamas,EDward Gaming,N/A,KSante,Nocturne,Malzahar,Jinx,Alistar,Renekton,Viego,Ryze,Corki,Nami
73627,2026,LPL,ThunderTalk Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Yasuo,Xin Zhao,Azir,Miss Fortune,Rakan,Varus,Sejuani,Yone,Jhin,Bard
73628,2026,LPL,Ninjas in Pyjamas,ThunderTalk Gaming,Ninjas in Pyjamas,N/A,Renekton,Qiyana,Aurora,Aphelios,Thresh,Gnar,Jarvan IV,Ryze,Ashe,Seraphine
73630,2026,LPL,Weibo Gaming,JD Gaming,Weibo Gaming,N/A,Ambessa,Jarvan IV,Azir,Miss Fortune,Leona,Sion,Jayce,Ziggs,Corki,Nautilus
73631,2026,LPL,Weibo Gaming,JD Gaming,JD Gaming,N/A,Renekton,Pantheon,Syndra,Sivir,Lulu,Ornn,Nocturne,Orianna,Yunara,Bard
73632,2026,LPL,JD Gaming,Weibo Gaming,Weibo Gaming,N/A,KSante,Vi,Anivia,Lucian,Nami,Rumble,Poppy,Cassiopeia,Caitlyn,Elise
73633,2026,LPL,Ultra Prime,Oh My God,Oh My God,N/A,KSante,Trundle,Aurora,Yunara,Nautilus,Rumble,Xin Zhao,Ryze,Corki,Bard
73634,2026,LPL,Ultra Prime,Oh My God,Oh My God,N/A,Gnar,Jarvan IV,Taliyah,Lucian,Nami,Ambessa,Vi,Sylas,Ashe,Seraphine
73636,2026,LPL,Top Esports,Bilibili Gaming,Bilibili Gaming,N/A,Sion,Jarvan IV,Azir,Lucian,Nami,Rumble,Xin Zhao,Orianna,Kalista,Renata Glasc
73637,2026,LPL,Bilibili Gaming,Top Esports,Top Esports,N/A,Renekton,Qiyana,Ryze,Jhin,Alistar,Gnar,Vi,Taliyah,Miss Fortune,Poppy
73638,2026,LPL,Bilibili Gaming,Top Esports,Top Esports,N/A,KSante,Nocturne,Viktor,Varus,Rakan,Aatrox,Wukong,Akali,Sivir,Pantheon
73639,2026,LPL,Anyone s Legend,JD Gaming,Anyone s Legend,N/A,RekSai,Pantheon,Azir,Varus,Bard,Sion,Nocturne,Orianna,Miss Fortune,Leona
73640,2026,LPL,Anyone s Legend,JD Gaming,JD Gaming,N/A,Gnar,Malphite,Anivia,Corki,Rakan,Renekton,Jayce,Ryze,Ziggs,Alistar
73641,2026,LPL,JD Gaming,Anyone s Legend,Anyone s Legend,N/A,Jax,Xin Zhao,Swain,Kaisa,Lulu,Ambessa,Naafiri,Galio,Sivir,Neeko
73642,2026,LPL,Invictus Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Ambessa,Pantheon,Galio,Kaisa,Neeko,Rumble,Xin Zhao,Ryze,Sivir,Lulu
73643,2026,LPL,Bilibili Gaming,Invictus Gaming,Bilibili Gaming,N/A,Zaahen,Vi,Azir,Yunara,Bard,Sion,Poppy,Viktor,Aphelios,Thresh
73645,2026,LPL,LNG Esports,LGD Gaming,LNG Esports,N/A,Gnar,Jarvan IV,Azir,Kalista,Renata Glasc,Jax,Xin Zhao,Ryze,Corki,Nami
73646,2026,LPL,LNG Esports,LGD Gaming,LGD Gaming,N/A,KSante,Pantheon,Galio,Varus,Rakan,Rumble,Nocturne,Yone,Sivir,Alistar
73647,2026,LPL,LNG Esports,LGD Gaming,LNG Esports,N/A,RekSai,Vi,Hwei,Yunara,Braum,Sion,Dr. Mundo,Viktor,Draven,Nautilus
73648,2026,LPL,Top Esports,Anyone s Legend,Anyone s Legend,N/A,Sion,Xin Zhao,Azir,Ashe,Braum,Rumble,Poppy,Orianna,Corki,Alistar
73649,2026,LPL,Anyone s Legend,Top Esports,Anyone s Legend,N/A,Renekton,Pantheon,Galio,Yunara,Lulu,Aatrox,Vi,Ryze,Aphelios,Thresh
73978,2026,LPL,LGD Gaming,Oh My God,Oh My God,N/A,Gwen,Wukong,Ryze,Draven,Renata Glasc,Ambessa,Xin Zhao,Azir,Yunara,Braum
73979,2026,LPL,LGD Gaming,Oh My God,LGD Gaming,N/A,RekSai,Vi,Taliyah,Corki,Nami,Sion,Pantheon,Aurora,Ashe,Seraphine
73980,2026,LPL,LGD Gaming,Oh My God,Oh My God,N/A,KSante,Poppy,Viktor,Caitlyn,Karma,Zaahen,Jarvan IV,Syndra,Jhin,Pyke
73981,2026,LPL,Weibo Gaming,Bilibili Gaming,Bilibili Gaming,N/A,Ambessa,Vi,Azir,Varus,Leona,Rumble,Xin Zhao,Ryze,Ezreal,Bard
73982,2026,LPL,Bilibili Gaming,Weibo Gaming,Bilibili Gaming,N/A,Zaahen,Pantheon,Galio,Yunara,Alistar,Sion,Aatrox,Syndra,Kaisa,Neeko
73984,2026,LPL,LNG Esports,Ultra Prime,LNG Esports,N/A,Gnar,Jarvan IV,Azir,Yunara,Alistar,Renekton,Xin Zhao,Orianna,Aphelios,Thresh
73985,2026,LPL,LNG Esports,Ultra Prime,LNG Esports,N/A,Ambessa,Naafiri,Zoe,Ezreal,Karma,KSante,Vi,Aurora,Ashe,Seraphine
73987,2026,LPL,JD Gaming,Invictus Gaming,Invictus Gaming,N/A,Sion,Pantheon,Azir,Varus,Bard,Gwen,Xin Zhao,LeBlanc,Yunara,Alistar
73988,2026,LPL,JD Gaming,Invictus Gaming,JD Gaming,N/A,Rumble,Vi,Ryze,Sivir,Nautilus,Ambessa,Nocturne,Anivia,Miss Fortune,Rakan
73989,2026,LPL,JD Gaming,Invictus Gaming,JD Gaming,N/A,Renekton,Wukong,Twisted Fate,Corki,Neeko,Ornn,Jarvan IV,Zoe,Ezreal,Karma
73990,2026,LPL,Team WE,EDward Gaming,EDward Gaming,N/A,Sion,Dr. Mundo,Azir,Sivir,Lulu,Ambessa,Nocturne,Orianna,Miss Fortune,Neeko
73991,2026,LPL,EDward Gaming,Team WE,EDward Gaming,N/A,Ornn,Jarvan IV,Taliyah,Varus,Nautilus,Rumble,Wukong,Aurora,Yunara,Alistar
73993,2026,LPL,Anyone s Legend,Weibo Gaming,Weibo Gaming,N/A,Ambessa,Poppy,Orianna,Yunara,Alistar,Rumble,Jarvan IV,Ryze,Kaisa,Nautilus
73994,2026,LPL,Weibo Gaming,Anyone s Legend,Anyone s Legend,N/A,Aurora,Xin Zhao,Galio,Sivir,Lulu,Sion,Pantheon,Viktor,Corki,Neeko
73995,2026,LPL,Anyone s Legend,Weibo Gaming,Anyone s Legend,N/A,Naafiri,Sejuani,Azir,Miss Fortune,Rakan,Varus,Nocturne,Akali,Jhin,Leona
73996,2026,LPL,ThunderTalk Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,KSante,Xin Zhao,Ryze,Corki,Nami,Rumble,Vi,Ahri,Yunara,Neeko
73997,2026,LPL,ThunderTalk Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Gwen,Nocturne,Akali,Miss Fortune,Alistar,Sion,Jayce,Azir,Jhin,Bard
73999,2026,LPL,Top Esports,JD Gaming,Top Esports,N/A,Ambessa,Pantheon,Orianna,Kaisa,Poppy,Sion,Xin Zhao,Azir,Yunara,Alistar
74000,2026,LPL,JD Gaming,Top Esports,Top Esports,N/A,Rumble,Nocturne,Cassiopeia,Sivir,Nautilus,KSante,Wukong,Ryze,Varus,Rakan
74002,2026,LPL,Weibo Gaming,Invictus Gaming,Weibo Gaming,N/A,Rumble,Nocturne,Ryze,Kaisa,Neeko,Sion,Xin Zhao,Syndra,Yunara,Lulu
74003,2026,LPL,Weibo Gaming,Invictus Gaming,Weibo Gaming,N/A,Ambessa,Poppy,Azir,Varus,Rell,Zaahen,Pantheon,Ziggs,Jhin,Alistar
74005,2026,LPL,Bilibili Gaming,Anyone s Legend,Bilibili Gaming,N/A,Ambessa,Xin Zhao,Ryze,Varus,Lulu,RekSai,Pantheon,Cassiopeia,Sivir,Neeko
74006,2026,LPL,Bilibili Gaming,Anyone s Legend,Anyone s Legend,N/A,KSante,Aatrox,Azir,Yunara,Renata Glasc,Rumble,Wukong,Yone,Kaisa,Alistar
74007,2026,LPL,Anyone s Legend,Bilibili Gaming,Anyone s Legend,N/A,Renekton,Sejuani,Viktor,Corki,Nautilus,Aurora,Kindred,Galio,Ezreal,Bard
74258,2026,LPL,Team WE,Top Esports,Team WE,N/A,Zaahen,Poppy,Twisted Fate,Corki,Nami,KSante,Wukong,Syndra,Caitlyn,Elise
74259,2026,LPL,Team WE,Top Esports,Top Esports,N/A,Kennen,Dr. Mundo,Sylas,Sivir,Yuumi,Vladimir,Nocturne,Smolder,Zeri,Rakan
74260,2026,LPL,Ninjas in Pyjamas,Invictus Gaming,Invictus Gaming,N/A,Varus,Qiyana,Ryze,Jhin,Bard,Rumble,Jarvan IV,Cassiopeia,Miss Fortune,Alistar
74261,2026,LPL,Invictus Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Sion,Pantheon,LeBlanc,Corki,Nami,Renekton,Poppy,Azir,Draven,Neeko
74262,2026,LPL,Invictus Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Jax,Xin Zhao,Ahri,Kaisa,Nautilus,Gnar,Dr. Mundo,Taliyah,Aphelios,Thresh
74263,2026,LPL,Invictus Gaming,Ninjas in Pyjamas,Ninjas in Pyjamas,N/A,Malphite,Jayce,Syndra,Ashe,Seraphine,Ornn,Trundle,Diana,Yunara,Lulu
74265,2026,LPL,ThunderTalk Gaming,LNG Esports,LNG Esports,N/A,Kennen,Jarvan IV,Ryze,Yunara,Alistar,Rumble,Xin Zhao,Cassiopeia,Corki,Neeko
74266,2026,LPL,ThunderTalk Gaming,LNG Esports,LNG Esports,N/A,Jax,Vi,Ahri,Aphelios,Thresh,Gnar,Wukong,Azir,Sivir,Leona
74267,2026,LPL,LNG Esports,ThunderTalk Gaming,LNG Esports,N/A,Aurora,Trundle,Yone,Miss Fortune,Rell,Gwen,Naafiri,Taliyah,Varus,Nautilus
74270,2026,LPL,Oh My God,EDward Gaming,Oh My God,N/A,KSante,Xin Zhao,LeBlanc,Jhin,Neeko,Renekton,Pantheon,Azir,Miss Fortune,Rell
74271,2026,LPL,Oh My God,EDward Gaming,Oh My God,N/A,Rumble,Vi,Taliyah,Ashe,Seraphine,Ornn,Jarvan IV,Ahri,Corki,Bard
74272,2026,LPL,Oh My God,EDward Gaming,EDward Gaming,N/A,Sion,Nocturne,Anivia,Varus,Rakan,Ambessa,Qiyana,Ryze,Ziggs,Leona
74273,2026,LPL,EDward Gaming,Oh My God,Oh My God,N/A,Nidalee,Trundle,Viktor,Yunara,Lulu,Gnar,Zac,Yone,Aphelios,Thresh
74309,2026,LPL,Oh My God,Invictus Gaming,Invictus Gaming,N/A,Ambessa,Xin Zhao,Galio,Varus,Alistar,Gwen,Vi,Sylas,Corki,Neeko
74310,2026,LPL,Invictus Gaming,Oh My God,Invictus Gaming,N/A,Rumble,Wukong,Ryze,Jhin,Rakan,KSante,Dr. Mundo,Azir,Ashe,Seraphine
74311,2026,LPL,Invictus Gaming,Oh My God,Invictus Gaming,N/A,Renekton,Jarvan IV,Aurora,Sivir,Rell,Gnar,Lee Sin,Akali,Miss Fortune,Rammus
74314,2026,LPL,LNG Esports,Team WE,Team WE,N/A,Gnar,Vi,Ryze,Varus,Nautilus,KSante,Jarvan IV,Ahri,Yunara,Lulu
74315,2026,LPL,Team WE,LNG Esports,Team WE,N/A,Ornn,Xin Zhao,Azir,Ashe,Seraphine,Rumble,Jax,Orianna,Lucian,Nami
74316,2026,LPL,Team WE,LNG Esports,LNG Esports,N/A,Aurora,Sylas,Yone,Sivir,Alistar,Kennen,Wukong,Zoe,Ezreal,Karma
74317,2026,LPL,LNG Esports,Team WE,Team WE,N/A,Sion,KhaZix,Syndra,Miss Fortune,Rell,Aatrox,Jayce,Akali,Jhin,Leona

